Cluster,Latitude,Longitude,o,c,e,a,n,o_std,c_std,e_std,a_std,n_std,Count,City
51,42.37663603893187,-71.135580835965,0.7293320062631559,0.5685701432833247,0.5380820554495744,0.6511346726446993,0.5509325954010852,0.1669791235666185,0.1927714985163822,0.2203163091931042,0.15999287967977927,0.20909934886732776,13548,"Boston, Massachusetts"
52,40.02195687992988,-105.25971551270814,0.7806141532016756,0.5687649611011371,0.5414983542788749,0.6468993117893477,0.5359066427289049,0.1482920465074529,0.185643175413215,0.224193158012717,0.1672553473389184,0.2149416543080308,1141,"Boulder, Colorado"
53,36.986023036649215,-86.44560436300173,0.7057430432208407,0.5676065719360568,0.5214253996447602,0.6771758436944938,0.5802619893428064,0.1728119381959802,0.1908358158479451,0.2342520936027441,0.1672004050516629,0.2110198296772886,573,"Bowling Green, Kentucky"
54,45.67109503816794,-111.06741526717556,0.7706314599483204,0.5671430878552971,0.5246689276485789,0.660327842377261,0.5465116279069767,0.1586272808760312,0.1920965923471729,0.2321018808895388,0.1625742264198247,0.2199628172324879,524,"Bozeman, Montana"
55,27.471597552447555,-82.56294871794871,0.7241922773837667,0.575108353033885,0.5213750985027581,0.6480742710795903,0.5607762017336486,0.1704630619535695,0.1916604185959557,0.233934212282758,0.1744149543429375,0.2231540539063825,858,"Bradenton, Florida"
56,47.59822235701906,-122.65300069324088,0.7695381882770871,0.5385583185316755,0.5139505624629959,0.6630032563647128,0.5533599763173476,0.1621115940108112,0.1884356743410025,0.2260220300317802,0.1658481706174863,0.2219014362519439,577,"Bremerton, Washington"
57,41.18835845588235,-73.19655018382353,0.7241161616161615,0.5756392045454546,0.5222143308080809,0.681344696969697,0.5540956439393939,0.1611980599860999,0.1828747799723784,0.2069026617998201,0.1484164833760425,0.2064332107988718,544,"Bridgeport, Connecticut"
58,36.042342230347344,-95.78722340036563,0.7522012578616353,0.5633254716981132,0.4900550314465409,0.6636006289308176,0.5706367924528302,0.1644815879454049,0.1934044767604915,0.2358766408717409,0.1675419105389553,0.2212262751027223,547,"Broken Arrow, Oklahoma"
59,40.779453875858664,-73.99636755027775,0.7444079092264746,0.5557181329545902,0.5161101537683978,0.6520524367538634,0.5604473294192416,0.16045022948307835,0.19262757938855798,0.2232381397496005,0.16558601374334292,0.2118329515175833,62973,"Brooklyn, New York"
60,25.93237100840336,-97.4897826330532,0.7192241801272639,0.5707293196279981,0.5159079784630445,0.6980543318649045,0.5741250611845325,0.157263658901838,0.1750473045034738,0.2149663095278006,0.1586704282629415,0.1942020456662289,714,"Brownsville, Texas"
61,41.2463,-81.831,0.7177064359441409,0.544019429265331,0.5177216150576807,0.6496281117182756,0.5766545233758348,0.16678037601307,0.1807574650712727,0.2271144986679024,0.1622938585210234,0.200904615658132,554,"Brunswick, Ohio"
62,30.633525567797093,-96.3337577428164,0.7317226130507788,0.57588151907296,0.5348037106342214,0.6576226208147131,0.5321897485801212,0.1677070198102609,0.19809348170127275,0.2309598195404276,0.15875940472639405,0.2138017023477215,1805,"Bryan, Texas"
63,42.91026778970752,-78.84216767863754,0.7436127260981912,0.5685885012919897,0.51031169250646,0.6747012273901809,0.5591327519379845,0.1638490956934316,0.1922667901534678,0.2230273255069275,0.1683211576971758,0.2177177460727187,2701,"Buffalo, New York"
64,34.10145471698113,-83.97482754716981,0.7323779704560052,0.5464434810533076,0.4968288375080283,0.6511319845857418,0.5641859344894027,0.1549581100195264,0.1913301833936145,0.2210163193238499,0.1802463924371146,0.2161317948839028,530,"Buford, Georgia"
65,44.47957387218045,-73.21745432330827,0.7705882352941177,0.5466503267973857,0.5350081699346405,0.6442401960784314,0.57859477124183,0.1588336367314084,0.1883978894258754,0.2254678276618408,0.1580481224217895,0.2032903382858235,532,"Burlington, Vermont"
66,42.31661307420495,-83.4650422261484,0.7352587244283995,0.5485108303249098,0.505001504211793,0.6640719013237063,0.5884852587244284,0.1620698298448195,0.2055995464028199,0.2356341051987054,0.1664037024188377,0.2153707435944044,566,"Canton, Michigan"
67,26.610274067608884,-81.91396073385089,0.7332405549236565,0.5748648407686798,0.5133036331658437,0.6856337639689658,0.5674513065422624,0.1668397152130631,0.1862791551410612,0.22887374385330128,0.16643038773739338,0.2134082297003554,2079,"Cape Coral, Florida"
68,33.14957466051098,-117.22951222337669,0.7499459636053302,0.5640692612457535,0.5255025264983141,0.6613624953676058,0.5534273039117159,0.1557219960863662,0.18999159274379687,0.2257115124242907,0.16263210663483357,0.2172959258787623,3137,"Carlsbad, California"
69,40.01571831764491,-86.08156955725099,0.7098395879957986,0.5510686324177272,0.5148012397982474,0.6436362915168183,0.5639333021574457,0.16664923728167164,0.19199417482295889,0.2304507010213056,0.16922741029492133,0.2159452814467978,1415,"Carmel, Indiana"
70,37.67648143646409,-113.06326629834254,0.6770601851851852,0.5992824074074073,0.536087962962963,0.7181944444444445,0.5268055555555555,0.1685948765757106,0.1773922067749271,0.2160336131466445,0.1523095867064655,0.1987483136910386,905,"Cedar City, Utah"
71,41.98967812995246,-91.66369175911252,0.7254415011037528,0.5415631898454747,0.4953090507726269,0.6540424944812362,0.5701572847682119,0.1741320723085699,0.1919913540604307,0.2340587587377688,0.1708217431567117,0.2129809196262497,631,"Cedar Rapids, Iowa"
72,40.11469287925696,-88.24982953560372,0.7279411764705882,0.5902821234876929,0.5523831873174803,0.6696782436378806,0.527808197747184,0.1555258043260466,0.1889944143294682,0.2186940340993872,0.1572040531729055,0.208923374864169,1615,"Champaign, Illinois"
73,33.397318566552414,-111.84968163996923,0.7449058124799807,0.564256720733513,0.5199704113383403,0.6602203189864065,0.5530751097653761,0.16358373822000144,0.19341306161073352,0.2291294887708694,0.1662924172481564,0.21391885135820768,7081,"Chandler, Arizona"
74,35.9152261496844,-79.07286834986475,0.7426616346447087,0.564977889600488,0.5332037206465385,0.6432220189082037,0.5457456541628545,0.1625001308665185,0.2060915500414137,0.2349249819089729,0.1710492777662905,0.2167798041296785,1109,"Chapel Hill, North Carolina"
75,32.78465681186283,-79.95805273401297,0.762080164765526,0.5863236692015209,0.5443599493029151,0.6662111850443599,0.5343987642585551,0.1633989908794389,0.1957436544847272,0.2258205623883166,0.1675174737941608,0.2201090102528663,1079,"Charleston, South Carolina"
76,35.22967680710074,-80.84136891604354,0.7022615165956023,0.5511911106930859,0.5256275604046485,0.6600919133015635,0.5554549682300811,0.1710179690797412,0.1845792509883072,0.2207352400854141,0.1629227911443832,0.2059395151682067,16449,"Charlotte, North Carolina"
77,38.03347724928366,-78.48977335243553,0.7434172030427151,0.5726667641895845,0.5406426760288668,0.6486614979520188,0.5513580066315584,0.1619569714993183,0.1957789068072145,0.2298762783473515,0.1695691788144053,0.2104143107645115,1745,"Charlottesville, Virginia"
78,35.05297812251393,-85.282723150358,0.7424487594390506,0.5520159115426105,0.5292104908306364,0.6552555285868393,0.5565837378640777,0.1681441952067498,0.1942335550970921,0.2324904304689203,0.1674914054126025,0.2106027897846166,1257,"Chattanooga, Tennessee"
79,39.93577168948278,-75.0868870185354,0.7296943961826339,0.5514329136929345,0.5261786099750143,0.6622441206610579,0.5716747540970692,0.16467628154494116,0.18690096750584834,0.22037643347338265,0.1619118515681009,0.20631544724012654,12273,"Cherry Hill, New Jersey"
80,36.83567330638627,-76.27338226487271,0.743693801834015,0.5658379705678201,0.5137464274455147,0.6717855133002038,0.554506063663716,0.16000669891697114,0.1896531704730861,0.22191044945166677,0.17043782518182277,0.20685050200127644,2014,"Chesapeake, Virginia"
81,41.86566228621003,-87.65190872097827,0.7501916548999473,0.5645083650678191,0.523986279292,0.6604820076162766,0.5523574444111649,0.1608888904550226,0.1904628605107205,0.2230704275638226,0.1632075991595352,0.212814045790511,24206,"Chicago, Illinois"
82,39.74448097281832,-121.83253519313304,0.7239583333333334,0.5278186274509804,0.5295343137254902,0.6424938725490196,0.5767156862745099,0.1745597751482855,0.1836813054975296,0.2205885320907582,0.1771551118301613,0.2093943713383391,699,"Chico, California"
83,32.63074723404255,-117.05680659574467,0.7605311355311356,0.5577152014652015,0.5071428571428571,0.6751144688644688,0.5620879120879121,0.1491939398586824,0.1862018569162469,0.22984492730351,0.1552292512838823,0.2100334507800096,940,"Chula Vista, California"
84,39.13350976177682,-84.50674203833064,0.7313152023629965,0.5825831133735546,0.5478019733534439,0.676293834841629,0.5388346845148315,0.1661425016729499,0.1898914758000191,0.2257470259372915,0.1612709054942818,0.2108642760302288,5583,"Cincinnati, Ohio"
85,36.532074267100974,-87.3476315960912,0.7184027777777778,0.5592708333333334,0.5150694444444445,0.6587847222222222,0.5502777777777778,0.1669182708307937,0.1857637431587554,0.223754632345094,0.1656224206315019,0.2138587891094077,614,"Clarksville, Tennessee"
86,27.9898657960199,-82.74702400497513,0.742728237791932,0.5537685774946921,0.518312101910828,0.6593152866242038,0.5503184713375796,0.1704021128445033,0.1900005591068437,0.2301471747693649,0.167053613931533,0.2186216730620901,804,"Clearwater, Florida"
87,41.48400194805195,-81.65795254329004,0.7359900875979714,0.5662747810050714,0.5259739511295528,0.6736917934532043,0.5529910096818811,0.1645528551380532,0.186844351912324,0.2231705530398899,0.1629966927216207,0.2122003472735774,3696,"Cleveland, Ohio"
88,35.16485426356589,-84.86045019379846,0.7202205882352941,0.586233660130719,0.5185049019607844,0.69640522875817,0.5615196078431373,0.1727487942301487,0.1881902535297134,0.2255391542366908,0.1648218123103023,0.2109868475616069,516,"Cleveland, Tennessee"
89,36.79990686394787,-119.72267218058303,0.7324530714180925,0.5533147859703655,0.49856971304985104,0.6685469249797624,0.5645246204157792,0.1598744534633832,0.18247126923075047,0.21707089019949616,0.16278479012124975,0.2123630501956731,2545,"Clovis, California"
90,38.84389982369535,-104.79992859661496,0.753280598479274,0.5685936350257542,0.5056030782438068,0.6672185430463576,0.5544058130978661,0.1612290233122035,0.1894500260377942,0.2269093803731557,0.1625451218674422,0.2156390346584978,2836,"Colorado Springs, Colorado"
91,38.9449855945122,-92.33788448932928,0.7046483622350674,0.5614081567116249,0.5492694283879255,0.6709938985228003,0.5543272318561336,0.1685284830733156,0.1845112138382001,0.2258614422369294,0.1618428213857033,0.2081262808553594,2624,"Columbia, Missouri"
92,34.029838632162665,-81.01393544362293,0.722309616005163,0.568762100677638,0.5381473862536302,0.671446434333656,0.548533801226202,0.1680332554234527,0.1873594550508505,0.2259854426206651,0.1658216387598776,0.2125622678879548,2164,"Columbia, South Carolina"
93,32.47679565217391,-84.95784748283752,0.7096626063418406,0.563925947409126,0.5221867749419954,0.6762132637277649,0.5297273781902552,0.1665509221100573,0.1873977569411988,0.2204522515950663,0.1691882368612353,0.2102012846358751,874,"Columbus, Georgia"
94,39.20364278350516,-85.92435790378008,0.7323044366608289,0.5498394629305312,0.5135909223584355,0.6690382370110917,0.5661668126094571,0.1712017363035768,0.19421588659551,0.2318745453466829,0.1664762110668923,0.21580737901394,1164,"Columbus, Indiana"
95,40.039411145252494,-83.08420234177123,0.7303412927441492,0.5644091033624317,0.5149101888169799,0.6599976812814444,0.5546232008667298,0.16297714876167882,0.19004792547402286,0.22591919746158542,0.16476352256572038,0.21389161756949968,7194,"Columbus, Ohio"
96,35.40872458745874,-80.59178531353135,0.742320819112628,0.5747298065984073,0.4848549488054607,0.6618316268486917,0.5681527303754266,0.1634672938493086,0.1895250361070471,0.2180298891904634,0.1749720946328782,0.2138893369850707,606,"Concord, North Carolina"
97,35.081732997987935,-92.46502193158952,0.6894790602655771,0.5695011916922029,0.5292815798433775,0.6789879128362274,0.5661389172625128,0.1698373493081552,0.1834399540424383,0.2223593216059719,0.1553499810652924,0.1957506594160341,994,"Conway, Arkansas"
98,36.20666383981154,-85.52690906949351,0.6927083333333333,0.5960675837320574,0.5323464912280702,0.6739932216905902,0.5200109649122807,0.1609949849776613,0.1866632113608317,0.2211227580885627,0.1572512128179263,0.2029899813152294,849,"Cookeville, Tennessee"
99,33.87589080036798,-117.56929880404785,0.7373342803030303,0.5542337436868687,0.5189393939393939,0.6693300189393939,0.5557528409090909,0.1611162235546749,0.1892621133510904,0.2180110730482736,0.1621902573631591,0.2149647952179027,1087,"Corona, California"
100,27.775037519379843,-97.40250015503877,0.7343413978494624,0.5627352150537634,0.4847782258064516,0.661760752688172,0.5661626344086022,0.1630724206196066,0.2043488812594466,0.232994506205223,0.1697753370486315,0.2193503236137213,645,"Corpus Christi, Texas"
101,44.58411056338028,-123.2753102112676,0.7405842230130486,0.5761788256227758,0.5335854092526691,0.6690762158956108,0.5586076512455516,0.1623474868930667,0.1790741494483182,0.2354780280283832,0.1579765281802545,0.2065194778667223,568,"Corvallis, Oregon"
102,34.11389933687003,-86.91007095490716,0.7268582640812558,0.5359533702677747,0.5067232225300092,0.6567693905817175,0.575427054478301,0.1769420068718619,0.2006495966904893,0.2264167049194071,0.1791715237358553,0.2191455961892575,754,"Cullman, Alabama"
103,34.220970201484626,-84.13425323435843,0.7220566708490171,0.5404642409033877,0.523943956503555,0.6382789627770807,0.5559650773734839,0.1723904159214697,0.2006151784621389,0.2300752319639746,0.1758833457876108,0.2083641896753564,943,"Cumming, Georgia"
104,32.78706695788396,-96.80411080918238,0.7464234952416265,0.558139445062415,0.5188661269723561,0.6626176718988176,0.5528583714415194,0.1640389769016406,0.1912016329876593,0.2276675820488924,0.1671789364303895,0.2140868027286424,16597,"Dallas, Texas"
105,37.72556080309307,-122.44556364074312,0.7372894238545598,0.5487244950795754,0.5118551177940621,0.653566796292829,0.5690178811499547,0.15990782428137446,0.1844798978817178,0.21104872478846975,0.15858379414761034,0.203923173265306,11645,"Daly City, California"
106,26.068675822466332,-80.2172790139616,0.7364719265437536,0.5664354986732407,0.5275157758233897,0.6707770154860514,0.5447480252317992,0.15883518143913378,0.18945148217033914,0.2185779276930265,0.16284722349421743,0.20762472554361386,4745,"Davie, Florida"
107,38.55279617691154,-121.73549557721138,0.730541856348002,0.5605399595346484,0.5232043500252909,0.6516186140617097,0.5590857359635811,0.1616408551329655,0.1857565157178274,0.2227936296332885,0.1542729196285023,0.2044263176861952,1334,"Davis, California"
108,39.78533397337759,-84.10393442307387,0.727999126388072,0.6098959211840875,0.5304589940611089,0.7181297549033034,0.5236160059749326,0.1600866063313074,0.19008120379605825,0.22048161038948016,0.16794376909047615,0.21334774307469395,5515,"Dayton, Ohio"
109,42.33717576794443,-83.1206300276327,0.753093871786201,0.5781608117966797,0.5328763491501884,0.6805541639617563,0.5375566596112861,0.1607091352038978,0.19366172253226688,0.22380314042757027,0.16808326375855487,0.2139716589989039,4566,"Dearborn, Michigan"
110,33.20728561034762,-97.1175981406629,0.7682889344262295,0.5589651639344262,0.5238217213114754,0.6731386612021858,0.5713456284153006,0.1615626233954463,0.1909927453547934,0.2217512960402912,0.1601976159301269,0.2074513583198278,1237,"Denton, Texas"
111,41.58938234842646,-93.69294145890348,0.6919290702603229,0.5534027820854786,0.5268291143711792,0.6650645250501417,0.5523682877406282,0.17052730920990172,0.18071376875287332,0.22495766246762433,0.1567951261571309,0.20228722029088136,2732,"Des Moines, Iowa"
